date,close,open,high,low,volume,volatility
2018-04-03,3346.93,3349.02,3359.12,3324.45,3383.0,-0.43
2018-04-04,3340.35,3345.76,3350.97,3300.5,3893.0,-0.2
2018-04-05,3429.95,3353.71,3433.81,3353.71,4251.0,2.68
2018-04-06,3408.1,3419.94,3421.73,3399.97,3162.0,-0.64
2018-04-09,3414.85,3413.89,3433.68,3403.2,2751.0,0.2
2018-04-10,3438.78,3425.82,3445.34,3425.82,3226.0,0.7
2018-04-11,3419.71,3435.64,3435.64,3411.63,3170.0,-0.55
2018-04-12,3443.97,3419.6,3447.52,3413.68,3099.0,0.71
2018-04-13,3448.0,3445.03,3466.99,3438.93,3510.0,0.12
2018-04-16,3441.04,3450.39,3455.03,3435.58,2456.0,-0.2
2018-04-17,3477.91,3444.39,3486.53,3444.39,3766.0,1.07
2018-04-18,3490.89,3476.59,3494.82,3476.59,3424.0,0.37
2018-04-19,3486.6,3492.91,3495.39,3478.63,2942.0,-0.12
2018-04-20,3494.2,3484.56,3505.44,3479.24,4153.0,0.22
2018-04-23,3513.06,3494.07,3514.65,3482.27,3161.0,0.54
2018-04-24,3510.88,3509.4,3523.81,3493.88,4401.0,-0.06
2018-04-25,3485.83,3500.6,3500.6,3464.35,4155.0,-0.71
2018-04-26,3506.03,3485.97,3507.83,3477.23,3894.0,0.58
2018-04-27,3518.78,3510.28,3522.59,3503.59,3568.0,0.36
2018-04-30,3536.52,3516.71,3538.17,3512.7,3659.0,0.5
2018-05-01,3536.26,3536.42,3536.63,3536.07,3645.0,-0.01
2018-05-02,3553.79,3532.87,3557.87,3531.84,4139.0,0.5
2018-05-03,3529.12,3548.09,3549.14,3523.0,3461.0,-0.69
2018-05-04,3550.59,3531.4,3550.59,3524.48,3792.0,0.61
2018-05-07,3564.19,3545.47,3566.06,3540.14,2492.0,0.38
2018-05-08,3557.88,3562.51,3564.73,3541.94,4702.0,-0.18
2018-05-09,3569.74,3559.92,3570.63,3556.96,4172.0,0.33
2018-05-10,3569.71,3564.83,3574.09,3549.26,3645.0,0.0
2018-05-11,3565.52,3565.15,3569.72,3556.22,3006.0,-0.12
2018-05-14,3565.74,3564.9,3568.53,3553.67,2912.0,0.01
2018-05-15,3564.29,3562.46,3570.33,3552.23,3919.0,-0.04
2018-05-16,3562.85,3562.54,3567.6,3550.9,5410.0,-0.04
2018-05-17,3592.18,3562.24,3592.18,3562.24,4385.0,0.82
2018-05-18,3573.76,3582.56,3596.2,3566.53,7174.0,-0.51
2018-05-21,3572.57,3572.48,3584.49,3570.97,3372.0,-0.03
2018-05-22,3587.25,3575.22,3595.1,3572.38,4654.0,0.41
2018-05-23,3541.82,3580.67,3580.67,3528.12,4694.0,-1.27
2018-05-24,3521.76,3543.09,3560.56,3507.39,4506.0,-0.57
2018-05-25,3515.36,3526.43,3551.82,3493.61,6553.0,-0.18
2018-05-28,3482.64,3511.29,3540.03,3473.35,4863.0,-0.93
2018-05-29,3428.14,3467.09,3467.09,3398.32,9241.0,-1.56
2018-05-30,3441.19,3420.79,3446.28,3408.56,7289.0,0.38
2018-05-31,3406.65,3445.07,3455.15,3391.01,8411.0,-1.0
2018-06-01,3453.54,3420.84,3468.14,3420.84,6293.0,1.38
2018-06-04,3469.57,3465.25,3485.33,3463.33,4430.0,0.46
2018-06-05,3456.79,3467.26,3497.32,3456.79,4975.0,-0.37
2018-06-06,3460.82,3457.45,3470.51,3434.35,5370.0,0.12
2018-06-07,3459.77,3468.52,3489.96,3449.69,4178.0,-0.03
2018-06-08,3447.3,3452.35,3454.12,3422.03,4413.0,-0.36
2018-06-11,3480.22,3451.5,3483.7,3451.5,5467.0,0.95
2018-06-12,3475.58,3490.76,3497.03,3472.64,4064.0,-0.13
2018-06-13,3479.56,3475.29,3488.13,3464.26,4269.0,0.11
2018-06-14,3527.11,3466.43,3534.31,3457.12,5464.0,1.37
2018-06-15,3505.02,3528.71,3540.64,3505.02,8612.0,-0.63
2018-06-18,3466.65,3500.25,3500.9,3451.9,3599.0,-1.09
2018-06-19,3435.3,3459.54,3459.54,3410.41,3979.0,-0.9
2018-06-20,3439.6,3443.51,3461.65,3437.24,4026.0,0.13
2018-06-21,3403.51,3442.69,3456.61,3395.27,4038.0,-1.05
2018-06-22,3441.6,3407.29,3441.6,3407.29,3263.0,1.12
2018-06-25,3369.21,3422.6,3425.4,3369.21,3340.0,-2.1
2018-06-26,3368.72,3379.14,3387.09,3363.33,3346.0,-0.01
2018-06-27,3397.13,3368.12,3424.6,3340.85,4850.0,0.84
2018-06-28,3365.52,3383.43,3403.36,3347.94,3915.0,-0.93
2018-06-29,3395.6,3389.44,3420.97,3389.44,4419.0,0.89
2018-07-02,3372.21,3375.56,3386.07,3345.09,3634.0,-0.69
2018-07-03,3406.34,3382.68,3420.38,3379.01,3655.0,1.01
2018-07-04,3412.03,3402.02,3417.69,3400.45,2670.0,0.17
2018-07-05,3440.92,3411.24,3459.91,3411.24,4115.0,0.85
2018-07-06,3448.49,3449.5,3453.91,3430.31,3456.0,0.22
2018-07-09,3460.44,3458.45,3471.5,3451.96,2727.0,0.35
2018-07-10,3473.31,3465.25,3480.44,3455.98,3294.0,0.37
2018-07-11,3422.35,3454.66,3454.66,3422.35,3433.0,-1.47
2018-07-12,3445.49,3427.21,3446.55,3418.06,3042.0,0.68
2018-07-13,3454.54,3454.29,3466.26,3447.87,2976.0,0.26
2018-07-16,3449.08,3455.17,3464.39,3441.88,2685.0,-0.16
2018-07-17,3457.5,3445.34,3461.93,3429.96,3289.0,0.24
2018-07-18,3485.08,3468.51,3487.0,3468.51,3339.0,0.8
2018-07-19,3471.64,3481.41,3486.98,3466.72,3141.0,-0.39
2018-07-20,3460.03,3466.41,3481.83,3431.95,4373.0,-0.33
2018-07-23,3454.05,3453.91,3460.4,3439.68,2611.0,-0.17
2018-07-24,3483.31,3460.66,3493.98,3460.48,3665.0,0.85
2018-07-25,3468.45,3482.31,3486.04,3460.0,3269.0,-0.43
2018-07-26,3509.26,3472.82,3509.38,3472.82,4171.0,1.18
2018-07-27,3527.18,3512.74,3529.39,3509.67,3621.0,0.51
2018-07-30,3512.31,3517.56,3521.42,3511.9,2694.0,-0.42
2018-07-31,3525.49,3512.03,3536.87,3509.1,4589.0,0.38
2018-08-01,3509.23,3527.82,3531.61,3506.68,4524.0,-0.46
2018-08-02,3469.21,3505.11,3505.11,3460.14,5267.0,-1.14
2018-08-03,3482.4,3474.82,3491.47,3470.26,3350.0,0.38
2018-08-06,3483.3,3483.19,3502.35,3472.01,2932.0,0.03
2018-08-07,3504.37,3487.03,3514.97,3487.03,2782.0,0.6
2018-08-08,3493.6,3502.17,3509.31,3486.57,3039.0,-0.31
2018-08-09,3494.13,3490.37,3496.97,3478.28,2720.0,0.02
2018-08-10,3426.28,3486.31,3486.31,3413.68,5823.0,-1.94
2018-08-13,3409.68,3423.37,3424.23,3400.23,4168.0,-0.48
2018-08-14,3409.44,3415.08,3435.12,3398.38,3459.0,-0.01
2018-08-15,3359.08,3411.27,3422.86,3349.14,3855.0,-1.48
2018-08-16,3377.56,3366.01,3381.63,3357.49,3545.0,0.55
2018-08-17,3372.94,3378.49,3385.74,3354.3,3745.0,-0.14
2018-08-20,3393.67,3376.38,3405.17,3376.38,2300.0,0.61
2018-08-21,3411.66,3390.26,3424.0,3387.04,2932.0,0.53
2018-08-22,3420.18,3408.28,3429.59,3404.87,3009.0,0.25
2018-08-23,3419.26,3420.6,3430.37,3416.1,2514.0,-0.03
2018-08-24,3427.44,3419.45,3436.55,3419.45,2301.0,0.24
2018-08-27,3456.01,3435.12,3460.72,3433.59,1973.0,0.83
2018-08-28,3447.57,3459.12,3463.03,3447.55,3242.0,-0.24
2018-08-29,3456.13,3448.44,3457.84,3438.15,2671.0,0.25
2018-08-30,3430.99,3452.94,3452.94,3423.42,3461.0,-0.73
2018-08-31,3392.9,3428.63,3428.63,3389.92,4281.0,-1.11
2018-09-03,3394.99,3391.82,3397.24,3382.02,2326.0,0.06
2018-09-04,3359.36,3401.25,3408.25,3343.98,4482.0,-1.05
2018-09-05,3315.62,3352.71,3352.71,3315.42,5414.0,-1.3
2018-09-06,3295.95,3315.88,3328.69,3295.95,3978.0,-0.59
2018-09-07,3293.36,3298.01,3305.63,3274.4,4307.0,-0.08
2018-09-10,3309.28,3291.65,3323.55,3288.97,4217.0,0.48
2018-09-11,3311.66,3313.09,3318.59,3286.97,3578.0,0.07
2018-09-12,3326.6,3313.98,3329.55,3304.8,4334.0,0.45
2018-09-13,3333.68,3325.44,3354.07,3323.09,3702.0,0.21
2018-09-14,3344.63,3339.31,3351.53,3334.24,3079.0,0.33
2018-09-17,3346.11,3340.04,3351.35,3333.47,3480.0,0.04
2018-09-18,3358.46,3343.99,3368.31,3337.37,3556.0,0.37
2018-09-19,3368.56,3359.87,3373.9,3351.64,4542.0,0.3
2018-09-20,3403.12,3369.0,3409.22,3368.37,5459.0,1.03
2018-09-21,3430.81,3407.46,3436.48,3407.46,12350.0,0.81
2018-09-24,3410.44,3426.85,3426.85,3405.42,3350.0,-0.59
2018-09-25,3419.78,3410.05,3425.64,3408.7,3590.0,0.27
2018-09-26,3433.15,3421.9,3433.74,3415.58,3422.0,0.39
2018-09-27,3449.79,3429.58,3452.41,3408.48,3836.0,0.48
2018-09-28,3399.2,3440.4,3440.4,3380.27,7005.0,-1.47
2018-10-01,3414.16,3399.96,3425.45,3398.34,4033.0,0.44
2018-10-02,3388.99,3403.59,3403.59,3370.95,4762.0,-0.74
2018-10-03,3405.48,3395.16,3414.23,3389.52,3981.0,0.49
2018-10-04,3375.08,3400.12,3400.15,3371.22,4322.0,-0.89
2018-10-05,3345.51,3374.27,3377.7,3343.67,3844.0,-0.88
2018-10-08,3309.72,3338.02,3338.02,3306.28,4063.0,-1.07
2018-10-09,3321.79,3311.34,3327.53,3278.02,4933.0,0.36
2018-10-10,3266.9,3321.59,3321.59,3266.23,4542.0,-1.65
2018-10-11,3209.19,3245.58,3254.37,3206.2,5843.0,-1.77
2018-10-12,3194.41,3219.19,3245.16,3193.4,4363.0,-0.46
2018-10-15,3210.37,3193.79,3214.91,3180.61,3136.0,0.5
2018-10-16,3257.34,3211.47,3260.81,3208.14,4160.0,1.46
2018-10-17,3243.08,3260.29,3282.23,3230.3,3755.0,-0.44
2018-10-18,3211.59,3241.79,3258.34,3211.59,4862.0,-0.97
2018-10-19,3210.82,3210.82,3225.64,3183.2,6546.0,-0.02
2018-10-22,3190.09,3217.55,3245.87,3187.5,4262.0,-0.65
2018-10-23,3140.94,3179.07,3179.07,3132.29,5116.0,-1.54
2018-10-24,3130.33,3144.16,3185.99,3128.93,4459.0,-0.34
2018-10-25,3164.4,3126.69,3166.44,3107.88,5219.0,1.09
2018-10-26,3134.89,3157.11,3157.11,3090.85,5419.0,-0.93
2018-10-29,3154.93,3139.03,3182.23,3138.7,4085.0,0.64
2018-10-30,3147.13,3157.31,3169.75,3123.92,4235.0,-0.25
2018-10-31,3197.51,3160.02,3210.29,3160.02,6163.0,1.6
2018-11-01,3204.21,3196.13,3227.42,3192.38,3841.0,0.21
2018-11-02,3214.41,3217.78,3251.67,3214.39,4069.0,0.32
2018-11-05,3217.37,3215.73,3230.98,3210.76,3072.0,0.09
2018-11-06,3207.42,3219.08,3222.59,3197.14,3456.0,-0.31
2018-11-07,3246.16,3212.67,3251.95,3212.67,4372.0,1.21
2018-11-08,3237.6,3248.7,3263.72,3231.8,3312.0,-0.26
2018-11-09,3229.49,3233.11,3234.79,3204.94,3967.0,-0.25
2018-11-12,3194.08,3237.95,3248.33,3192.58,3196.0,-1.1
2018-11-13,3224.82,3200.08,3228.88,3196.7,3568.0,0.96
2018-11-14,3205.36,3213.35,3239.99,3179.08,3390.0,-0.6
2018-11-15,3190.31,3210.04,3227.74,3164.85,3959.0,-0.47
2018-11-16,3180.74,3197.61,3214.57,3158.87,4878.0,-0.3
2018-11-19,3160.33,3184.51,3206.58,3157.95,3103.0,-0.64
2018-11-20,3116.07,3153.19,3153.19,3100.77,4613.0,-1.4
2018-11-21,3153.91,3124.6,3156.77,3124.6,3977.0,1.21
2018-11-22,3126.67,3148.8,3148.8,3121.59,3093.0,-0.86
2018-11-23,3137.21,3127.94,3145.04,3114.74,2660.0,0.34
2018-11-26,3172.71,3151.22,3184.66,3151.22,4668.0,1.13
2018-11-27,3166.42,3173.14,3186.84,3151.89,3819.0,-0.2
2018-11-28,3168.29,3170.96,3184.68,3165.83,3776.0,0.06
2018-11-29,3174.16,3176.31,3197.9,3169.85,3793.0,0.19
2018-11-30,3173.13,3178.06,3182.16,3159.08,4362.0,-0.03
2018-12-03,3214.99,3187.33,3244.98,3187.33,4320.0,1.32
2018-12-04,3189.25,3208.44,3210.51,3189.0,3613.0,-0.8
2018-12-05,3150.27,3181.68,3181.68,3146.11,3460.0,-1.22
2018-12-06,3045.94,3139.85,3139.85,3033.95,5819.0,-3.31
2018-12-07,3058.53,3057.99,3097.92,3057.99,4113.0,0.41
2018-12-10,3016.99,3054.67,3054.67,3007.53,4443.0,-1.36
2018-12-11,3055.32,3028.93,3083.5,3028.93,4365.0,1.27
2018-12-12,3107.97,3059.25,3119.2,3059.25,4895.0,1.72
2018-12-13,3112.17,3110.57,3128.1,3100.11,4673.0,0.14
2018-12-14,3092.6,3102.09,3103.17,3063.23,3533.0,-0.63
2018-12-17,3063.65,3088.97,3092.82,3053.56,3771.0,-0.94
2018-12-18,3040.13,3054.01,3067.54,3040.13,4497.0,-0.77
2018-12-19,3051.38,3042.19,3063.7,3042.19,4810.0,0.37
2018-12-20,3000.06,3031.32,3031.32,2993.4,5889.0,-1.68
2018-12-21,3000.61,2996.92,3003.06,2957.56,8744.0,0.02
2018-12-24,2973.78,2993.45,2993.45,2973.22,5059.0,-0.89
2018-12-27,2937.36,2987.67,2997.24,2908.7,4701.0,-1.22
2018-12-28,2986.53,2952.05,2996.17,2951.51,3381.0,1.67
2018-12-31,3001.42,2991.4,3003.01,2990.61,2205.0,0.5
2019-01-02,2993.18,2982.8,3002.52,2936.76,3366.0,-0.27
2019-01-03,2954.66,2978.28,2984.52,2950.82,3617.0,-1.29
2019-01-04,3041.85,2964.15,3050.66,2964.15,4443.0,2.95
2019-01-07,3033.64,3050.0,3054.72,3016.32,3379.0,-0.27
2019-01-08,3054.94,3032.07,3079.11,3032.07,4011.0,0.7
2019-01-09,3070.24,3062.37,3089.17,3060.96,4060.0,0.5
2019-01-10,3075.73,3065.66,3075.83,3043.55,3155.0,0.18
2019-01-11,3070.04,3079.59,3087.66,3056.36,3313.0,-0.18
2019-01-14,3055.18,3060.62,3063.34,3037.13,3214.0,-0.48
2019-01-15,3068.05,3066.02,3088.49,3044.53,3774.0,0.42
2019-01-16,3077.22,3073.06,3083.56,3062.27,3900.0,0.3
2019-01-17,3069.35,3069.41,3073.0,3053.08,3366.0,-0.26
2019-01-18,3134.92,3079.15,3137.42,3079.15,4945.0,2.14
2019-01-21,3125.07,3131.85,3131.85,3120.03,2090.0,-0.31
2019-01-22,3112.8,3120.32,3122.76,3097.27,3095.0,-0.39
2019-01-23,3112.13,3104.08,3132.79,3094.48,3322.0,-0.02
2019-01-24,3126.31,3113.89,3136.42,3107.67,3970.0,0.46
2019-01-25,3163.24,3133.81,3168.03,3133.81,3927.0,1.18
2019-01-28,3137.27,3157.0,3157.0,3131.26,3231.0,-0.82
2019-01-29,3153.42,3136.15,3166.24,3130.75,3092.0,0.51
2019-01-30,3161.74,3155.8,3163.34,3148.84,3389.0,0.26
2019-01-31,3159.43,3163.02,3177.1,3129.58,6322.0,-0.07
2019-02-01,3171.12,3162.46,3171.95,3143.5,4665.0,0.37
2019-02-04,3165.2,3170.3,3174.23,3143.87,3419.0,-0.19
2019-02-05,3215.04,3165.84,3215.04,3162.78,5190.0,1.57
2019-02-06,3212.75,3208.43,3216.13,3199.03,4103.0,-0.07
2019-02-07,3150.76,3204.93,3208.67,3150.76,4694.0,-1.93
2019-02-08,3135.62,3151.17,3161.14,3124.62,3950.0,-0.48
2019-02-11,3165.61,3142.84,3173.39,3142.84,3436.0,0.96
2019-02-12,3190.75,3176.76,3200.5,3176.76,3563.0,0.79
2019-02-13,3202.37,3194.73,3214.22,3192.03,3517.0,0.36
2019-02-14,3182.66,3212.95,3228.11,3182.66,3915.0,-0.62
2019-02-15,3241.25,3179.38,3247.34,3175.71,5499.0,1.84
2019-02-18,3244.79,3239.1,3248.14,3235.57,2894.0,0.11
2019-02-19,3239.41,3242.79,3251.22,3223.4,3234.0,-0.17
2019-02-20,3259.49,3241.7,3264.71,3236.74,3086.0,0.62
2019-02-21,3263.7,3261.74,3270.07,3254.57,3468.0,0.13
2019-02-22,3270.55,3263.49,3281.78,3259.74,2740.0,0.21
2019-02-25,3280.01,3275.02,3289.48,3275.02,3442.0,0.29
2019-02-26,3289.32,3275.14,3293.76,3261.03,3540.0,0.28
2019-02-27,3282.77,3283.57,3287.47,3269.98,4396.0,-0.2
2019-02-28,3298.26,3271.14,3301.02,3268.95,5276.0,0.47
2019-03-01,3312.1,3306.59,3330.48,3306.59,3924.0,0.42
2019-03-04,3317.12,3318.1,3329.65,3315.63,2900.0,0.15
2019-03-05,3327.19,3316.96,3330.72,3308.64,3482.0,0.3
2019-03-06,3324.67,3322.96,3340.67,3317.98,3704.0,-0.08
2019-03-07,3308.85,3321.18,3337.66,3293.34,5784.0,-0.48
2019-03-08,3283.6,3299.85,3299.85,3273.68,4667.0,-0.76
2019-03-11,3304.44,3290.76,3306.64,3284.68,3033.0,0.63
2019-03-12,3303.95,3312.32,3320.24,3291.91,3169.0,-0.01
2019-03-13,3323.45,3301.81,3327.35,3300.17,3348.0,0.59
2019-03-14,3342.03,3322.92,3349.85,3322.92,3845.0,0.56
2019-03-15,3386.08,3345.06,3394.32,3345.06,9414.0,1.32
2019-03-18,3387.94,3385.46,3392.63,3380.65,3721.0,0.05
2019-03-19,3409.0,3389.81,3422.34,3386.26,3523.0,0.62
2019-03-20,3372.38,3404.1,3406.12,3372.38,3400.0,-1.07
2019-03-21,3367.4,3372.36,3376.21,3348.95,3562.0,-0.15
2019-03-22,3305.73,3371.68,3377.93,3301.6,5983.0,-1.83
2019-03-25,3300.48,3297.41,3313.43,3281.97,3496.0,-0.16
2019-03-26,3319.53,3302.13,3326.35,3293.68,3304.0,0.58
2019-03-27,3322.04,3322.64,3344.67,3302.8,4617.0,0.08
2019-03-28,3320.29,3321.34,3337.56,3315.91,3224.0,-0.05
2019-03-29,3351.71,3326.45,3354.3,3326.45,3703.0,0.95
2019-04-01,3385.38,3353.67,3390.98,3353.67,3934.0,1.0
2019-04-02,3395.7,3386.18,3402.77,3382.84,2974.0,0.3
2019-04-03,3435.56,3399.93,3435.9,3399.93,3785.0,1.17
2019-04-04,3441.93,3434.34,3449.44,3425.19,3417.0,0.19
2019-04-05,3447.47,3445.05,3453.02,3437.92,3206.0,0.16
2019-04-08,3438.06,3446.15,3447.11,3433.47,2600.0,-0.27
2019-04-09,3417.22,3437.07,3450.69,3416.67,3088.0,-0.61
2019-04-10,3424.65,3418.36,3435.32,3418.36,3019.0,0.22
2019-04-11,3435.34,3430.73,3442.25,3412.15,3802.0,0.31
2019-04-12,3447.83,3432.16,3454.77,3425.84,4700.0,0.36
2019-04-15,3450.46,3448.91,3456.54,3443.56,3392.0,0.08
2019-04-16,3463.36,3450.75,3465.98,3450.75,3720.0,0.37
2019-04-17,3477.73,3466.89,3486.76,3459.81,4137.0,0.41
2019-04-18,3499.23,3477.67,3506.82,3464.64,4745.0,0.62
2019-04-23,3503.85,3494.4,3506.68,3487.17,3309.0,0.13
2019-04-24,3502.63,3500.56,3515.15,3491.89,4176.0,-0.03
2019-04-25,3491.92,3495.41,3496.4,3476.28,3671.0,-0.31
2019-04-26,3500.41,3492.06,3503.46,3484.13,3192.0,0.24
2019-04-29,3501.94,3494.47,3508.76,3481.08,3329.0,0.04
2019-04-30,3514.62,3499.71,3514.62,3488.1,4055.0,0.36
2019-05-01,3514.62,3514.62,3514.62,3514.62,4055.0,0.0
2019-05-02,3488.93,3505.77,3511.43,3487.75,3961.0,-0.73
2019-05-03,3502.48,3489.48,3510.04,3486.72,2807.0,0.39
2019-05-06,3462.95,3487.54,3487.54,3423.33,3394.0,-1.13
2019-05-07,3401.16,3460.56,3467.64,3396.9,4849.0,-1.78
2019-05-08,3417.26,3400.19,3423.96,3389.07,4183.0,0.47
2019-05-09,3350.71,3401.99,3401.99,3346.45,4342.0,-1.95
2019-05-10,3361.05,3353.68,3386.22,3349.84,3707.0,0.31
2019-05-13,3320.78,3362.52,3365.51,3311.17,4079.0,-1.2
2019-05-14,3364.38,3324.85,3364.38,3324.85,3732.0,1.31
2019-05-15,3385.78,3364.88,3385.78,3332.68,4561.0,0.64
2019-05-16,3438.56,3379.7,3438.56,3365.49,4425.0,1.56
2019-05-17,3425.64,3433.69,3436.45,3402.56,5090.0,-0.38
2019-05-20,3369.78,3417.12,3426.87,3360.26,5533.0,-1.63
2019-05-21,3386.51,3371.26,3395.91,3370.38,3871.0,0.5
2019-05-22,3386.72,3384.92,3396.87,3359.6,3722.0,0.01
2019-05-23,3327.2,3378.48,3378.48,3323.7,4679.0,-1.76
2019-05-24,3350.7,3330.99,3365.58,3330.99,3632.0,0.71
2019-05-27,3364.04,3350.6,3380.85,3350.6,2019.0,0.4
2019-05-28,3348.86,3364.23,3369.91,3337.77,5425.0,-0.45
2019-05-29,3297.81,3337.38,3337.38,3288.52,3971.0,-1.52
2019-05-30,3318.15,3301.51,3323.72,3301.51,2751.0,0.62
2019-05-31,3280.43,3312.41,3312.41,3258.04,5088.0,-1.14
2019-06-03,3300.22,3274.97,3300.22,3248.54,3605.0,0.6
2019-06-04,3333.49,3293.63,3338.08,3275.2,4396.0,1.01
2019-06-05,3339.95,3334.4,3355.69,3326.93,3449.0,0.19
2019-06-06,3338.41,3341.29,3370.8,3326.9,4280.0,-0.05
2019-06-07,3378.38,3341.33,3391.05,3341.33,3297.0,1.2
2019-06-10,3386.45,3381.52,3391.37,3379.67,2007.0,0.24
2019-06-11,3401.1,3386.73,3418.18,3386.73,3262.0,0.43
2019-06-12,3386.63,3398.58,3398.58,3376.45,3107.0,-0.43
2019-06-13,3390.5,3384.32,3401.72,3373.68,2911.0,0.11
2019-06-14,3379.19,3388.78,3388.78,3363.07,2721.0,-0.33
2019-06-17,3383.21,3382.45,3393.89,3375.8,2496.0,0.12
2019-06-18,3452.89,3381.5,3458.91,3366.87,5150.0,2.06
2019-06-19,3454.7,3454.52,3457.37,3444.12,3899.0,0.05
2019-06-20,3468.08,3460.1,3487.0,3460.1,5100.0,0.39
2019-06-21,3466.92,3468.73,3496.79,3459.04,8206.0,-0.03
2019-06-24,3455.57,3466.38,3473.75,3449.19,2875.0,-0.33
2019-06-25,3444.36,3454.31,3454.31,3440.06,2818.0,-0.32
2019-06-26,3442.95,3444.28,3460.16,3434.33,3274.0,-0.04
2019-06-27,3442.38,3444.36,3454.21,3424.68,3294.0,-0.02
2019-06-28,3473.69,3442.39,3476.93,3442.39,3534.0,0.91
2019-07-01,3497.59,3476.08,3519.98,3476.08,3131.0,0.69
2019-07-02,3507.98,3498.93,3511.13,3491.44,2939.0,0.3
